brand,name,type,country,ingredient_list,ingredient_count,claimed_concerns,positive_concerns,negative_concerns,condition_concerns,positive_count,negative_count,condition_count,has_fragrance,has_drying_alcohol,has_irritants,has_vitamin_c,has_hyaluronic_acid,has_niacinamide,has_ceramides,has_aha,has_bha,has_retinoids,has_peptides,has_antioxidants,antioxidant_list,humectant_list,emollient_list,occlusive_list,peptide_list,retinoid_list,exfoliant_list,plant_extract_list,absorbent_list,film_forming_list,texture_enhancer_list,fragrance_ingredients,irritant_ingredients,drying_alcohol_ingredients
Jenpharm,Dermive Sensitive Moisturizer,general moisturizer,Pakistan,"['Water' 'Glycerin' 'Panthenol' 'Distearyldimonium Chloride' 'Petrolatum'
 'Isopropyl Palmitate' 'Ceramide Ns' 'Dimethicone'
 'Avena Sativa Kernel Oil' 'Ceramide 3' 'Centella Asiatica Extract'
 'Morus Alba Bark Extract' 'Pyrus Malus Fruit Extract'
 'Camellia Sinensis Leaf Extract' 'Broussonetia Kazinoki Root Extract'
 'Ergosterol' 'Galactoarabinan' 'Camellia Japonica Leaf Extract'
 'Ceteareth-20' 'Sodium Chloride' 'Citric Acid'
 'Triticum Vulgare Germ Oil' 'Potassium Sorbate' 'Phenoxyethanol'
 'Caprylyl Glycol' 'Avena Sativa Sprout Oil' 'Neural Extract']",27,"['redness_reducing' 'reduces_irritation' 'reduces_large_pores'
 'anti_aging' 'drying' 'may_worsen_oily_skin' 'acne_trigger' 'irritating']","['redness_reducing' 'reduces_irritation' 'reduces_large_pores'
 'anti_aging']",['drying' 'may_worsen_oily_skin' 'acne_trigger' 'irritating'],[],4,4,0,False,False,False,False,False,False,True,True,False,False,False,True,"['Centella Asiatica Extract', 'Morus Alba Bark Extract', 'Pyrus Malus Fruit Extract', 'Camellia Sinensis Leaf Extract', 'Broussonetia Kazinoki Root Extract', 'Galactoarabinan', 'Camellia Japonica Leaf Extract', 'Triticum Vulgare Germ Oil', 'Neural Extract']","['Glycerin', 'Panthenol']","['Petrolatum', 'Isopropyl Palmitate', 'Ceramide NS', 'Dimethicone', 'Avena Sativa Kernel Oil', 'Triticum Vulgare Germ Oil']",['Petrolatum'],[],[],[],"['Avena Sativa Kernel Oil', 'Centella Asiatica Extract', 'Morus Alba Bark Extract', 'Pyrus Malus Fruit Extract', 'Camellia Sinensis Leaf Extract', 'Broussonetia Kazinoki Root Extract', 'Galactoarabinan', 'Camellia Japonica Leaf Extract', 'Triticum Vulgare Germ Oil', 'Caprylyl Glycol', 'Neural Extract']",[],[],"['Glycerin', 'Isopropyl Palmitate', 'Sodium Chloride']",[],[],[]
Vacation,Chardonnay Oil SPF 30 Sunscreen,sunscreen,United States,"['Butyl Methoxydibenzoylmethane 3%' 'Homosalate 10%'
 'Ethylhexyl Salicylate 5%' 'Octocrylene 10%' 'Butyloctyl Salicylate'
 'Butyrospermum Parkii Oil' 'C12-15 Alkyl Benzoate'
 'Caprylic/Capric Triglyceride' 'Parfum' 'Methyl Dihydroabietate'
 'Octyldodecanol' 'Passiflora Edulis Seed Oil' 'Phenoxyethanol'
 'Sclerocarya Birrea Seed Oil' 'Simmondsia Chinensis Seed Oil'
 'Tocopherol' 'Vitis Vinifera Seed Oil' 'Vp/Hexadecene Copolymer']",18,['anti_aging' 'scar_healing' 'brightening' 'irritating' 'rosacea' 'eczema'],['anti_aging' 'scar_healing' 'brightening'],['irritating'],['rosacea' 'eczema'],3,1,2,True,False,True,False,False,False,False,False,False,False,False,True,"['Passiflora Edulis Seed Oil', 'Sclerocarya Birrea Seed Oil', 'Tocopherol']",[],"['Butyloctyl Salicylate', 'C12-15 Alkyl Benzoate', 'Caprylic/Capric Triglyceride', 'Octyldodecanol', 'Passiflora Edulis Seed Oil', 'Sclerocarya Birrea Seed Oil', 'Simmondsia Chinensis Seed Oil', 'Vitis Vinifera Seed Oil']",['Octyldodecanol'],[],[],[],"['Caprylic/Capric Triglyceride', 'Passiflora Edulis Seed Oil', 'Sclerocarya Birrea Seed Oil', 'Simmondsia Chinensis Seed Oil', 'Vitis Vinifera Seed Oil']",[],['VP/Hexadecene Copolymer'],"['C12-15 Alkyl Benzoate', 'Caprylic/Capric Triglyceride', 'Octyldodecanol']",['Parfum'],['Parfum'],[]
Mossa,Vitamin Cocktail Rehydration Energising Day Cream,day moisturizer,Latvia,"['Water' 'Olea Europaea Fruit Oil' 'Alcohol' 'Isopropyl Palmitate'
 'Glycerin' 'Polyglyceryl-6 Distearate' 'Dicaprylyl Carbonate'
 'Hippophae Rhamnoides Fruit Extract' 'Microcrystalline Cellulose'
 'Jojoba Esters' 'Sorbus Aucuparia Fruit Extract' 'Diheptyl Succinate'
 'Aroma' 'Cetyl Alcohol' 'Polyglyceryl-3 Beeswax' 'Xanthan Gum'
 'Cellulose Gum' 'Cucurbita Pepo Fruit Extract'
 'Pyrus Cydonia Fruit Extract' 'Ribes Rubrum Fruit Extract'
 'Rubus Chamaemorus Fruit Extract' 'Rubus Idaeus Fruit Extract'
 'Vaccinium Macrocarpon Fruit Extract' 'Ascorbyl Palmitate' 'Tocopherol'
 'Capryloyl Glycerin/Sebacic Acid Copolymer' 'Ci 77492' 'Sodium Phytate'
 'Sodium Hyaluronate' 'Ci 77491' 'Vanillin' 'Lactic Acid' 'Limonene'
 'Citral' 'Linalool' 'Geraniol']",36,"['redness_reducing' 'skin_texture' 'reduces_large_pores' 'anti_aging'
 'dark_spots' 'scar_healing' 'brightening' 'drying' 'acne_trigger'
 'irritating' 'rosacea' 'eczema']","['redness_reducing' 'skin_texture' 'reduces_large_pores' 'anti_aging'
 'dark_spots' 'scar_healing' 'brightening']",['drying' 'acne_trigger' 'irritating'],['rosacea' 'eczema'],7,3,2,True,False,True,True,True,False,False,True,False,False,False,True,"['Olea Europaea Fruit Oil', 'Hippophae Rhamnoides Fruit Extract', 'Sorbus Aucuparia Fruit Extract', 'Cucurbita Pepo Fruit Extract', 'Pyrus Cydonia Fruit Extract', 'Ribes Rubrum Fruit Extract', 'Rubus Chamaemorus Fruit Extract', 'Rubus Idaeus Fruit Extract', 'Vaccinium Macrocarpon Fruit Extract', 'Ascorbyl Palmitate', 'Tocopherol', 'Sodium Hyaluronate', 'Vanillin']","['Glycerin', 'Sodium Hyaluronate', 'Lactic Acid']","['Olea Europaea Fruit Oil', 'Alcohol', 'Isopropyl Palmitate', 'Polyglyceryl-6 Distearate', 'Dicaprylyl Carbonate', 'Jojoba Esters', 'Diheptyl Succinate', 'Cetyl Alcohol']",[],[],[],['Lactic Acid'],"['Olea Europaea Fruit Oil', 'Hippophae Rhamnoides Fruit Extract', 'Jojoba Esters', 'Sorbus Aucuparia Fruit Extract', 'Cellulose Gum', 'Cucurbita Pepo Fruit Extract', 'Pyrus Cydonia Fruit Extract', 'Ribes Rubrum Fruit Extract', 'Rubus Chamaemorus Fruit Extract', 'Rubus Idaeus Fruit Extract', 'Vaccinium Macrocarpon Fruit Extract', 'Vanillin', 'Limonene', 'Linalool']",['Microcrystalline Cellulose'],['Capryloyl Glycerin/Sebacic Acid Copolymer'],"['Isopropyl Palmitate', 'Glycerin', 'Microcrystalline Cellulose', 'Jojoba Esters', 'Diheptyl Succinate', 'Cetyl Alcohol', 'Xanthan Gum', 'Cellulose Gum', 'Capryloyl Glycerin/Sebacic Acid Copolymer']","['Limonene', 'Citral', 'Linalool', 'Geraniol']","['Alcohol', 'Limonene', 'Citral', 'Linalool', 'Geraniol']",[]
Wishful,Honey Balm Niacinamide Moisturizer,general moisturizer,,"['Water' 'Dimethicone' 'Dipropylene Glycol' 'Glycerin' 'Glycereth-26'
 'PCA Dimethicone' 'Cetearyl Alcohol' 'Bis-Diglyceryl Polyacyladipate-2'
 'Niacinamide' 'Glyceryl Stearate' 'Peg-100 Stearate'
 'Biosaccharide Gum-4' 'Honey Extract' 'Lavandula Angustifolia Oil'
 'Curcuma Longa Root Extract' 'Adenosine' 'Carthamus Tinctorius Seed Oil'
 'Citrullus Lanatus Fruit Extract'
 'Leuconostoc/Radish Root Ferment Filtrate' 'Ceramide NP'
 'Caprylic/Capric Triglyceride' 'Dipotassium Glycyrrhizate'
 'Caprylyl Glycol' 'Hydrogenated Lecithin' 'Xanthan Gum' 'Polysorbate 60'
 'Tocopheryl Acetate' 'Ammonium Acryloyldimethyltaurate/Vp Copolymer'
 'Disodium EDTA' 'Phenoxyethanol' 'Linalool' 'Geraniol' 'Limonene' 'Mica'
 'Tin Oxide' 'Ci 77891']",36,"['good_for_oily_skin' 'redness_reducing' 'anti_aging' 'acne_fighting'
 'brightening' 'acne_trigger' 'eczema']","['good_for_oily_skin' 'redness_reducing' 'anti_aging' 'acne_fighting'
 'brightening']",['acne_trigger'],['eczema'],5,1,1,True,False,True,False,False,True,True,False,False,False,False,True,"['Niacinamide', 'Honey Extract', 'Curcuma Longa Root Extract', 'Citrullus Lanatus Fruit Extract', 'Dipotassium Glycyrrhizate', 'Tocopheryl Acetate']","['Glycerin', 'Niacinamide', 'Honey Extract']","['Dimethicone', 'Glycereth-26', 'PCA Dimethicone', 'Cetearyl Alcohol', 'Bis-Diglyceryl Polyacyladipate-2', 'Glyceryl Stearate', 'Carthamus Tinctorius Seed Oil', 'Ceramide NP', 'Caprylic/Capric Triglyceride', 'Hydrogenated Lecithin']","['Mica', 'Tin Oxide']",[],[],[],"['Lavandula Angustifolia Oil', 'Curcuma Longa Root Extract', 'Adenosine', 'Carthamus Tinctorius Seed Oil', 'Citrullus Lanatus Fruit Extract', 'Leuconostoc/Radish Root Ferment Filtrate', 'Caprylic/Capric Triglyceride', 'Dipotassium Glycyrrhizate', 'Caprylyl Glycol', 'Linalool', 'Limonene']",[],"['Bis-Diglyceryl Polyacyladipate-2', 'Ammonium Acryloyldimethyltaurate/VP Copolymer']","['Dipropylene Glycol', 'Glycerin', 'Glycereth-26', 'Cetearyl Alcohol', 'Caprylic/Capric Triglyceride', 'Xanthan Gum', 'Ammonium Acryloyldimethyltaurate/VP Copolymer', 'Mica']","['Lavandula Angustifolia Oil', 'Linalool', 'Geraniol', 'Limonene']","['Lavandula Angustifolia Oil', 'Linalool', 'Geraniol', 'Limonene']",[]
Babaria,Aloe Facial Sun Cream SPF50+,sunscreen,Spain,"['Water' 'Octocrylene' 'Dibutyl Adipate' 'Ethylhexyl Salicylate'
 'Butyl Methoxydibenzoylmethane'
 'Methylene Bis-Benzotriazolyl Tetramethylbutylphenol' 'Glycerin'
 'Diethylhexyl Butamido Triazone' 'Potassium Cetyl Phosphate'
 'Glyceryl Stearate' 'Peg-100 Stearate' 'Stearyl Alcohol'
 'Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine' 'Paraffinum Liquidum'
 'Alcohol Denat.' 'Vp/Eicosene Copolymer' 'Niacinamide'
 'Biosaccharide Gum-4' 'Methylsilanol Mannuronate'
 'Aloe Barbadensis Leaf Extract' 'Acetyl Tyrosine' 'Riboflavin'
 'Achillea Millefolium Extract' 'Phenoxyethanol' 'Cetyl Alcohol'
 'Sodium Carbomer' 'Citric Acid' '2-Hexanediol' 'Parfum' 'Decyl Glucoside'
 'Xanthan Gum' 'Sodium Methylparaben' 'Tetrasodium EDTA' 'Sorbic Acid'
 '2-Bromo-2-Nitropropane-1' '3-Diol' 'Propylene Glycol'
 'Potassium Sorbate' 'Ascorbic Acid' 'Sodium Benzoate' 'Sodium Sulfite'
 'Methylparaben' 'Ethylparaben']",43,"['good_for_oily_skin' 'redness_reducing' 'reduces_large_pores'
 'acne_fighting' 'brightening' 'drying' 'may_worsen_oily_skin'
 'irritating' 'rosacea' 'eczema']","['good_for_oily_skin' 'redness_reducing' 'reduces_large_pores'
 'acne_fighting' 'brightening']",['drying' 'may_worsen_oily_skin' 'irritating'],['rosacea' 'eczema'],5,3,2,True,True,True,True,False,True,False,True,False,False,False,True,"['Niacinamide', 'Aloe Barbadensis Leaf Extract', 'Riboflavin', 'Achillea Millefolium Extract', 'Ascorbic Acid']","['Glycerin', 'Niacinamide', 'Methylsilanol Mannuronate', 'Aloe Barbadensis Leaf Extract', 'Propylene Glycol']","['Dibutyl Adipate', 'Glyceryl Stearate', 'Paraffinum Liquidum', 'Cetyl Alcohol']",[],[],[],[],"['Aloe Barbadensis Leaf Extract', 'Achillea Millefolium Extract']",[],"['Dibutyl Adipate', 'VP/Eicosene Copolymer', 'Sodium Carbomer']","['Glycerin', 'Stearyl Alcohol', 'Acetyl Tyrosine', 'Cetyl Alcohol', 'Xanthan Gum', 'Propylene Glycol']",['Parfum'],"['Alcohol Denat.', 'Parfum', 'Sodium Sulfite']",['Alcohol Denat.']
MEDI-PEEL,Peptide9 Volume White Cica Essence,essence,South Korea,"['Water' 'Glycerin' 'Methylpropanediol' 'Methyl Perfluoroisobutyl Ether'
 'Hydrogenated Polyisobutene' 'Butylene Glycol Dicaprylate/Dicaprate'
 'Caprylic/Capric Triglyceride' 'Methyl Perfluorobutyl Ether'
 'Niacinamide' 'Cyclopentasiloxane' 'Cetearyl Alcohol' 'Cyclohexasiloxane'
 'Elaeis Guineensis Oil' 'Sodium Myristoyl Glutamate' 'Arginine'
 'Glyceryl Stearate' 'Peg-100 Stearate' 'Decyl Glucoside' 'Betaine'
 'Hydrogenated Lecithin' 'Hydroxyethyl Urea'
 'Elaeis Guineensis Kernel Oil' 'Dimethicone' 'Decylene Glycol'
 'Ammonium Acryloyldimethyltaurate/Vp Copolymer' 'Myristic Acid'
 'Hexylene Glycol' 'Carbomer' 'Propanediol'
 'Eucalyptus Globulus Leaf Extract' 'Juniperus Communis Fruit Extract'
 'Butylene Glycol' 'Dimethicone/Vinyl Dimethicone Crosspolymer'
 'Glyceryl Acrylate/Acrylic Acid Copolymer'
 'Sodium Hyaluronate Crosspolymer' 'Urea' 'Allantoin' 'Ammonium Lactate'
 'Adenosine' 'Sodium Hyaluronate' 'Hydrolyzed Glycosaminoglycans'
 'Laureth-23' 'Propylene Glycol' 'Disodium EDTA' 'Buteth-3'
 'Centella Asiatica Extract' 'Centella Asiatica Leaf Extract'
 'Anthemis Nobilis Flower Water' 'Argania Spinosa Kernel Oil'
 'Camellia Sinensis Leaf Extract' 'Magnolia Officinalis Bark Extract'
 'Fructan' 'Taraxacum Officinale Rhizome/Root Extract'
 'Sodium Benzotriazolyl Butylphenol Sulfonate' 'Benzyl Glycol'
 'Alcohol Denat.' 'Decyl Alcohol' 'Tristearyl Citrate'
 'Hydrolyzed Hyaluronic Acid' 'Glucose' 'Desamido Collagen'
 'Hydrolyzed Collagen' 'Tranexamic Acid' 'Tributyl Citrate' 'Trideceth-6'
 'Sodium Polyacrylate' 'Pentylene Glycol' 'Hydrogenated Polydecene'
 'Glyceryl Polymethacrylate' 'Anemarrhena Asphodeloides Root Extract'
 'Chamaecyparis Obtusa Leaf Extract' 'Asiaticoside'
 'Origanum Vulgare Leaf Extract' 'Salix Alba Bark Extract'
 'Hyaluronic Acid' 'Lactobacillus/Soybean Ferment Extract'
 'Cinnamomum Cassia Bark Extract' 'Scutellaria Baicalensis Root Extract'
 'Portulaca Oleracea Extract' 'Sorbitan Laurate' 'Polysorbate 20'
 'Raspberry Ketone' 'Polysorbate 80' 'Chondrus Crispus Extract'
 'Hydroxyethylcellulose' 'Acetyl Dipeptide-1 Cetyl Ester' 'Astaxanthin'
 'Hydrolyzed Elastin' 'Palmitoyl Tripeptide-5' 'Madecassoside'
 'Madecassic Acid' 'Acetyl Hexapeptide-8' 'Copper Tripeptide-1'
 'Asiatic Acid' 'Oligopeptide-29' 'Oligopeptide-32'
 'Palmitoyl Tetrapeptide-7' 'Palmitoyl Tripeptide-1'
 'Palmitoyl Oligopeptide' 'Palmitoyl Pentapeptide-4' '2-Hexanediol'
 'Ethylhexylglycerin' 'Totarol' 'Caprylyl Glycol' 'Parfum'
 'Brilliant Black 1' 'Yellow 11' 'Ci 19140']",108,"['hydrating' 'good_for_oily_skin' 'redness_reducing' 'skin_texture'
 'anti_aging' 'scar_healing' 'acne_fighting' 'brightening' 'acne_trigger'
 'irritating' 'rosacea']","['hydrating' 'good_for_oily_skin' 'redness_reducing' 'skin_texture'
 'anti_aging' 'scar_healing' 'acne_fighting' 'brightening']",['acne_trigger' 'irritating'],['rosacea'],8,2,1,True,True,True,False,True,True,False,False,False,False,True,True,"['Niacinamide', 'Elaeis Guineensis Oil', 'Arginine', 'Eucalyptus Globulus Leaf Extract', 'Juniperus Communis Fruit Extract', 'Sodium Hyaluronate Crosspolymer', 'Sodium Hyaluronate', 'Centella Asiatica Extract', 'Centella Asiatica Leaf Extract', 'Anthemis Nobilis Flower Water', 'Argania Spinosa Kernel Oil', 'Camellia Sinensis Leaf Extract', 'Magnolia Officinalis Bark Extract', 'Taraxacum Officinale Rhizome/Root Extract', 'Anemarrhena Asphodeloides Root Extract', 'Chamaecyparis Obtusa Leaf Extract', 'Asiaticoside', 'Origanum Vulgare Leaf Extract', 'Salix Alba Bark Extract', 'Hyaluronic Acid', 'Lactobacillus/Soybean Ferment Extract', 'Cinnamomum Cassia Bark Extract', 'Scutellaria Baicalensis Root Extract', 'Portulaca Oleracea Extract', 'Raspberry Ketone', 'Chondrus Crispus Extract', 'Astaxanthin', 'Madecassoside', 'Madecassic Acid', 'Copper Tripeptide-1', 'Asiatic Acid', 'Totarol']","['Glycerin', 'Methylpropanediol', 'Niacinamide', 'Arginine', 'Betaine', 'Decylene Glycol', 'Butylene Glycol', 'Sodium Hyaluronate Crosspolymer', 'Urea', 'Sodium Hyaluronate', 'Hydrolyzed Glycosaminoglycans', 'Propylene Glycol', 'Anthemis Nobilis Flower Water', 'Fructan', 'Hydrolyzed Hyaluronic Acid', 'Glucose', 'Hydrolyzed Collagen', 'Tranexamic Acid', 'Pentylene Glycol', 'Hyaluronic Acid', 'Hydrolyzed Elastin', 'Acetyl Hexapeptide-8', 'Ethylhexylglycerin']","['Hydrogenated Polyisobutene', 'Caprylic/Capric Triglyceride', 'Cyclopentasiloxane', 'Cetearyl Alcohol', 'Cyclohexasiloxane', 'Elaeis Guineensis Oil', 'Glyceryl Stearate', 'Hydrogenated Lecithin', 'Elaeis Guineensis Kernel Oil', 'Dimethicone', 'Argania Spinosa Kernel Oil', 'Hydrogenated Polydecene']",['Myristic Acid'],"['Acetyl Dipeptide-1 Cetyl Ester', 'Palmitoyl Tripeptide-5', 'Acetyl Hexapeptide-8', 'Copper Tripeptide-1', 'Palmitoyl Tetrapeptide-7', 'Palmitoyl Tripeptide-1', 'Palmitoyl Oligopeptide', 'Palmitoyl Pentapeptide-4']",[],['Urea'],"['Caprylic/Capric Triglyceride', 'Elaeis Guineensis Oil', 'Elaeis Guineensis Kernel Oil', 'Eucalyptus Globulus Leaf Extract', 'Juniperus Communis Fruit Extract', 'Allantoin', 'Adenosine', 'Centella Asiatica Extract', 'Centella Asiatica Leaf Extract', 'Anthemis Nobilis Flower Water', 'Argania Spinosa Kernel Oil', 'Camellia Sinensis Leaf Extract', 'Magnolia Officinalis Bark Extract', 'Taraxacum Officinale Rhizome/Root Extract', 'Anemarrhena Asphodeloides Root Extract', 'Chamaecyparis Obtusa Leaf Extract', 'Asiaticoside', 'Origanum Vulgare Leaf Extract', 'Salix Alba Bark Extract', 'Lactobacillus/Soybean Ferment Extract', 'Cinnamomum Cassia Bark Extract', 'Scutellaria Baicalensis Root Extract', 'Portulaca Oleracea Extract', 'Chondrus Crispus Extract', 'Astaxanthin', 'Madecassoside', 'Madecassic Acid', 'Totarol', 'Caprylyl Glycol']",['Sodium Polyacrylate'],"['Ammonium Acryloyldimethyltaurate/VP Copolymer', 'Fructan', 'Sodium Polyacrylate', 'Glyceryl Polymethacrylate', 'Hydroxyethylcellulose']","['Glycerin', 'Hydrogenated Polyisobutene', 'Caprylic/Capric Triglyceride', 'Cetearyl Alcohol', 'Ammonium Acryloyldimethyltaurate/VP Copolymer', 'Hexylene Glycol', 'Carbomer', 'Propanediol', 'Butylene Glycol', 'Dimethicone/Vinyl Dimethicone Crosspolymer', 'Laureth-23', 'Propylene Glycol', 'Hyaluronic Acid', 'Hydroxyethylcellulose']","['Raspberry Ketone', 'Parfum']","['Alcohol Denat.', 'Totarol', 'Parfum']",['Alcohol Denat.']
Sk-II,GenOptics Aura Essence Serum,serum,Japan,"['Water' 'Galactomyces Ferment Filtrate' 'Niacinamide' 'Butylene Glycol'
 'Triethylhexanoin' 'Pentylene Glycol' 'Glycerin' 'Nylon-12'
 'Phytosteryl/Octyldodecyl Lauroyl Glutamate' 'Polymethylsilsesquioxane'
 'Boron Nitride' 'Panthenol' 'Peg-20 Sorbitan Cocoate' 'Inositol'
 'Caprylic/Capric Triglyceride' 'Mica' 'Phenoxyethanol'
 'Acrylates/C10-30 Alkyl Acrylate Crosspolymer'
 'Peg-11 Methyl Ether Dimethicone' 'Polyacrylamide' 'Aminomethyl Propanol'
 'Undecylenoyl Phenylalanine' 'Benzyl Alcohol' 'C13-14 Isoparaffin'
 'Disodium EDTA' 'Hydrolyzed Prunus Domestica' 'Xanthan Gum'
 'Sodium Benzoate' 'Hexyldecanol' 'Laureth-7'
 'Citrus Reticulata Peel Extract' 'Methylparaben' 'Ascorbyl Glucoside'
 'Prunus Mume Fruit Extract' 'Tocopherol' 'Parfum' 'Limonene'
 'Citronellol' 'Linalool' 'Geraniol' 'Ci 77891']",41,"['hydrating' 'good_for_oily_skin' 'redness_reducing' 'reduces_irritation'
 'skin_texture' 'anti_aging' 'dark_spots' 'scar_healing' 'acne_fighting'
 'brightening' 'drying' 'may_worsen_oily_skin' 'irritating' 'eczema']","['hydrating' 'good_for_oily_skin' 'redness_reducing' 'reduces_irritation'
 'skin_texture' 'anti_aging' 'dark_spots' 'scar_healing' 'acne_fighting'
 'brightening']",['drying' 'may_worsen_oily_skin' 'irritating'],['eczema'],10,3,1,True,False,True,True,False,True,False,False,False,False,False,True,"['Galactomyces Ferment Filtrate', 'Niacinamide', 'Citrus Reticulata Peel Extract', 'Ascorbyl Glucoside', 'Prunus Mume Fruit Extract', 'Tocopherol']","['Niacinamide', 'Butylene Glycol', 'Triethylhexanoin', 'Pentylene Glycol', 'Glycerin', 'Panthenol']","['Phytosteryl/Octyldodecyl Lauroyl Glutamate', 'Caprylic/Capric Triglyceride', 'Hexyldecanol']","['Triethylhexanoin', 'Nylon-12', 'Mica']",[],[],[],"['Caprylic/Capric Triglyceride', 'Citrus Reticulata Peel Extract', 'Prunus Mume Fruit Extract', 'Limonene', 'Citronellol', 'Linalool']","['Nylon-12', 'Boron Nitride']","['Polymethylsilsesquioxane', 'Polyacrylamide']","['Butylene Glycol', 'Glycerin', 'Nylon-12', 'Boron Nitride', 'Caprylic/Capric Triglyceride', 'Mica', 'Acrylates/C10-30 Alkyl Acrylate Crosspolymer', 'Benzyl Alcohol', 'C13-14 Isoparaffin', 'Xanthan Gum', 'Laureth-7']","['Parfum', 'Limonene', 'Citronellol', 'Linalool', 'Geraniol']","['Parfum', 'Limonene', 'Citronellol', 'Linalool', 'Geraniol']",[]
QMS Medicosmetics,Deep Gentle Cleanser,face cleanser,Germany,"['Water' 'Zea Mays Germ Oil' 'Propylene Glycol' 'Steareth-21'
 'Peg-8 Distearate' 'Steareth-2' 'Sorbeth-30' 'Hamamelis Virginiana Water'
 'Allantoin' 'Tocopherol' 'Lactic Acid' 'Xanthan Gum' 'Lecithin'
 'Ascorbyl Palmitate' 'Glyceryl Stearate' 'Glyceryl Oleate' 'Citric Acid'
 'Ethylhexylglycerin' 'Alcohol' 'Ceteareth-12' 'Parfum' 'BHA'
 'Piroctone Olamine' 'Phenoxyethanol']",24,"['redness_reducing' 'skin_texture' 'reduces_large_pores' 'anti_aging'
 'dark_spots' 'scar_healing' 'brightening' 'drying' 'irritating' 'rosacea'
 'eczema']","['redness_reducing' 'skin_texture' 'reduces_large_pores' 'anti_aging'
 'dark_spots' 'scar_healing' 'brightening']",['drying' 'irritating'],['rosacea' 'eczema'],7,2,2,True,False,True,True,False,False,False,True,False,False,False,True,"['Tocopherol', 'Ascorbyl Palmitate', 'BHA']","['Propylene Glycol', 'Lactic Acid', 'Ethylhexylglycerin']","['Lecithin', 'Glyceryl Stearate', 'Glyceryl Oleate', 'Alcohol']",[],[],[],['Lactic Acid'],['Allantoin'],[],[],"['Propylene Glycol', 'Xanthan Gum']",['Parfum'],"['Alcohol', 'Parfum']",[]
Clinique,Acne Solutions Cleansing Gel,face cleanser,United States,"['Water 2%' 'Glycerin' 'Sodium Laureth Sulfate' 'Sodium Chloride'
 'Lauramidopropyl Betaine' 'Butylene Glycol' 'Sucrose'
 'Sodium Hyaluronate' 'Gentiana Lutea Root Extract'
 'Laminaria Saccharina Extract' 'Caffeine' 'Acetyl Glucosamine'
 'Laureth-2' 'Peg-120 Methyl Glucose Dioleate' 'Sodium Sulfate'
 'Benzophenone-4' 'Sodium Hydroxide' 'EDTA' 'Disodium EDTA' 'BHA'
 'Phenoxyethanol' 'Ci 42090']",22,['drying' 'acne_trigger'],[],['drying' 'acne_trigger'],[],0,2,0,False,False,False,False,True,False,False,False,False,False,False,True,"['Sodium Hyaluronate', 'Gentiana Lutea Root Extract', 'Laminaria Saccharina Extract', 'Caffeine', 'Acetyl Glucosamine', 'BHA']","['Glycerin', 'Butylene Glycol', 'Sucrose', 'Sodium Hyaluronate', 'Acetyl Glucosamine']",[],[],[],[],[],"['Gentiana Lutea Root Extract', 'Laminaria Saccharina Extract', 'Caffeine']",[],[],"['Glycerin', 'Sodium Chloride', 'Lauramidopropyl Betaine', 'Butylene Glycol', 'PEG-120 Methyl Glucose Dioleate']",[],[],[]
Biologique Recherche,Crème Biofixine Anti-Ageing Face Cream,general moisturizer,,"['Water' 'Stearic Acid' 'Propylene Glycol' 'Glycerin' 'Palmitic Acid'
 'Vitis Vinifera Seed Oil' 'Polysorbate 80' 'Pentylene Glycol'
 'Cetyl Alcohol' 'Helianthus Annuus Seed Oil' 'Butylene Glycol'
 'Tea-Stearate' 'Peg-2 Stearate' 'Perfluorodecalin' 'Acetyl Hexapeptide-8'
 'Polyperfluoromethylisopropyl Ether' 'Juglans Regia Seed Extract'
 'Leontopodium Alpinum Flower/Leaf Extract'
 'Nasturtium Officinale Extract' 'Pimpinella Anisum Fruit Extract'
 'Tocopherol' 'Sodium Benzoate' 'Caprylyl Glycol' 'P-Anisic Acid'
 'Poloxamer 188' 'Phenoxyethanol' 'Sodium Metabisulfite']",27,"['anti_aging' 'scar_healing' 'brightening' 'may_worsen_oily_skin'
 'irritating']",['anti_aging' 'scar_healing' 'brightening'],['may_worsen_oily_skin' 'irritating'],[],3,2,0,False,False,True,False,False,False,False,False,False,False,True,True,"['Helianthus Annuus Seed Oil', 'Juglans Regia Seed Extract', 'Leontopodium Alpinum Flower/Leaf Extract', 'Nasturtium Officinale Extract', 'Pimpinella Anisum Fruit Extract', 'Tocopherol', 'Sodium Metabisulfite']","['Propylene Glycol', 'Glycerin', 'Pentylene Glycol', 'Butylene Glycol', 'Acetyl Hexapeptide-8']","['Stearic Acid', 'Vitis Vinifera Seed Oil', 'Cetyl Alcohol', 'Helianthus Annuus Seed Oil']",['Palmitic Acid'],['Acetyl Hexapeptide-8'],[],[],"['Vitis Vinifera Seed Oil', 'Helianthus Annuus Seed Oil', 'Juglans Regia Seed Extract', 'Leontopodium Alpinum Flower/Leaf Extract', 'Nasturtium Officinale Extract', 'Pimpinella Anisum Fruit Extract', 'Caprylyl Glycol']",[],[],"['Stearic Acid', 'Propylene Glycol', 'Glycerin', 'Cetyl Alcohol', 'Butylene Glycol', 'Perfluorodecalin']",[],['Sodium Metabisulfite'],[]
